Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Cred_length,result
20004,31,55000,RENT,2,EDUCATION,3600,7.51,0,0.07,7,N
20005,28,49000,RENT,2,VENTURE,3600,13.98,1,0.07,9,Y
20006,28,60000,RENT,3,EDUCATION,3600,9.63,0,0.06,5,N
20007,30,60000,RENT,1,DEBTCONSOLIDATION,3600,8.59,0,0.06,9,N
20008,28,60000,RENT,1,DEBTCONSOLIDATION,3600,12.21,0,0.06,10,N
20009,33,37500,MORTGAGE,3,EDUCATION,6500,15.33,0,0.17,7,Y
20010,30,69000,RENT,4,MEDICAL,3600,13.99,0,0.05,10,N
20011,27,64000,RENT,3,PERSONAL,3600,7.49,1,0.06,5,N
20012,27,70000,RENT,9,MEDICAL,3600,14.79,0,0.05,10,Y
20013,28,37584,OWN,2,MEDICAL,20000,11.48,0,0.53,5,N
20014,33,74400,RENT,15,DEBTCONSOLIDATION,3600,15.27,0,0.05,9,N
20015,28,37620,MORTGAGE,5,EDUCATION,4000,11.71,0,0.11,8,N
20016,28,82300,RENT,3,VENTURE,3600,9.63,0,0.04,8,N
20017,35,31732,MORTGAGE,0,DEBTCONSOLIDATION,8000,13.92,1,0.25,5,N
20018,35,85000,RENT,1,DEBTCONSOLIDATION,3600,7.51,0,0.04,6,N
20019,31,62050,RENT,0,MEDICAL,3600,15.95,1,0.05,9,N
20020,30,90000,RENT,14,EDUCATION,3600,14.91,0,0.04,6,N
20021,34,31800,MORTGAGE,,PERSONAL,1700,,1,0.05,9,N
20022,29,82438,RENT,14,PERSONAL,3600,10.99,1,0.04,9,N
20023,27,106000,RENT,11,EDUCATION,3600,14.27,0,0.03,5,N
20024,30,110000,RENT,0,DEBTCONSOLIDATION,3600,10.71,0,0.03,8,N
20025,33,102000,RENT,2,MEDICAL,3600,,1,0.03,6,Y
20026,31,160000,RENT,8,VENTURE,3600,15.23,0,0.02,7,N
20027,33,20000,RENT,5,EDUCATION,3625,6.99,0,0.18,9,N
20028,27,54000,RENT,2,EDUCATION,3625,7.9,0,0.07,6,N
20029,32,65000,RENT,3,PERSONAL,3625,6.03,0,0.06,8,N
20030,31,110000,RENT,2,PERSONAL,3650,9.63,0,0.03,6,N
20031,35,19200,RENT,2,VENTURE,3675,8.49,1,0.19,7,N
20032,32,25000,RENT,9,DEBTCONSOLIDATION,3700,9.91,0,0.15,6,N
20033,28,25200,RENT,2,EDUCATION,3700,9.62,0,0.15,8,N
20034,31,29000,RENT,4,PERSONAL,3700,9.91,1,0.13,7,N
20035,28,40000,RENT,1,PERSONAL,3700,15.96,0,0.09,8,N
20036,31,38000,OWN,5,VENTURE,14000,9.91,0,0.37,5,N
20037,30,38000,MORTGAGE,14,PERSONAL,6000,6.62,0,0.16,5,N
20038,35,62217,RENT,15,EDUCATION,3700,,0,0.06,8,N
20039,34,38000,MORTGAGE,12,DEBTCONSOLIDATION,12775,9.91,0,0.34,5,N
20040,27,70000,RENT,4,HOMEIMPROVEMENT,3700,,1,0.05,5,N
20041,28,94000,RENT,3,EDUCATION,3700,7.9,0,0.04,9,N
20042,34,25200,RENT,0,PERSONAL,3750,12.99,0,0.15,6,Y
20043,30,38000,OWN,14,MEDICAL,12600,,0,0.33,8,N
20044,32,50000,RENT,0,HOMEIMPROVEMENT,3775,6.17,0,0.08,8,N
20045,32,13200,RENT,2,PERSONAL,3800,7.29,1,0.29,9,N
20046,35,38000,MORTGAGE,5,HOMEIMPROVEMENT,5000,6.62,0,0.13,7,N
20047,32,38000,OWN,2,VENTURE,4000,14.65,0,0.11,9,N
20048,28,38000,MORTGAGE,6,VENTURE,10200,,0,0.27,10,N
20049,28,38000,OWN,13,VENTURE,6425,5.42,0,0.17,8,N
20050,32,68000,RENT,9,VENTURE,3800,16.89,0,0.06,8,Y
20051,35,38000,MORTGAGE,10,VENTURE,9600,7.49,0,0.25,9,N
20052,27,38000,OWN,,MEDICAL,6500,5.42,0,0.17,6,N
20053,31,38000,OWN,15,VENTURE,10400,11.49,0,0.27,10,N
20054,28,29950,RENT,4,EDUCATION,3825,14.27,0,0.13,8,N
20055,32,38000,MORTGAGE,8,HOMEIMPROVEMENT,8000,13.49,0,0.21,6,Y
20056,33,38000,OWN,4,MEDICAL,10000,10.99,0,0.26,10,N
20057,31,49000,RENT,2,MEDICAL,3850,9.62,0,0.08,6,N
20058,28,20292,RENT,3,VENTURE,3900,12.53,0,0.19,9,N
20059,31,20400,RENT,0,MEDICAL,3900,14.79,0,0.19,6,Y
20060,32,38000,MORTGAGE,16,VENTURE,10000,10.37,0,0.26,6,N
20061,28,30000,RENT,4,VENTURE,3900,11.99,0,0.13,8,N
20062,31,37584,RENT,0,EDUCATION,3900,,0,0.1,8,N
20063,35,38000,MORTGAGE,1,MEDICAL,2400,10.37,0,0.06,5,N
20064,28,55000,RENT,2,MEDICAL,3900,11.99,0,0.07,10,N
20065,29,27000,RENT,10,HOMEIMPROVEMENT,3975,12.17,1,0.15,5,N
20066,27,12000,RENT,0,VENTURE,4000,14.22,1,0.33,7,Y
20067,27,32000,MORTGAGE,3,HOMEIMPROVEMENT,4500,9.99,1,0.14,8,N
20068,29,38000,MORTGAGE,3,EDUCATION,6000,15.21,0,0.16,9,Y
20069,31,38000,OWN,1,PERSONAL,13750,15.21,0,0.36,5,N
20070,28,14400,RENT,2,MEDICAL,4000,13.11,1,0.28,8,Y
20071,31,15000,RENT,2,VENTURE,4000,11.49,1,0.27,6,N
20072,28,38000,MORTGAGE,5,VENTURE,8400,7.51,0,0.22,7,N
20073,29,38000,MORTGAGE,8,EDUCATION,3600,7.14,0,0.09,9,N
20074,30,15000,RENT,2,HOMEIMPROVEMENT,4000,13.67,1,0.27,7,Y
20075,31,38000,MORTGAGE,2,MEDICAL,2000,11.36,0,0.05,8,N
20076,30,16500,RENT,0,VENTURE,4000,14.22,1,0.24,7,Y
20077,31,17000,RENT,2,MEDICAL,4000,14.59,1,0.24,9,Y
20078,27,17000,RENT,2,VENTURE,4000,14.42,1,0.24,8,N
20079,35,38000,MORTGAGE,2,MEDICAL,15000,10.99,0,0.39,5,N
20080,35,32000,MORTGAGE,1,DEBTCONSOLIDATION,10750,14.96,1,0.34,5,Y
20081,32,18000,RENT,0,EDUCATION,4000,15.2,1,0.22,10,N
20082,28,18000,RENT,,VENTURE,4000,11.12,1,0.22,8,N
20083,31,18000,RENT,6,EDUCATION,4000,12.84,1,0.22,5,N
20084,29,38000,MORTGAGE,5,EDUCATION,8000,8.59,0,0.21,6,N
20085,33,38000,MORTGAGE,0,EDUCATION,2500,13.22,0,0.07,6,N
20086,28,19200,RENT,0,DEBTCONSOLIDATION,4000,12.69,1,0.21,8,N
20087,34,38000,OWN,1,VENTURE,10000,8.94,0,0.26,6,N
20088,29,19200,RENT,4,PERSONAL,4000,10.37,1,0.21,6,N
20089,34,38000,MORTGAGE,9,PERSONAL,14500,12.84,0,0.38,6,Y
20090,35,19820,RENT,0,PERSONAL,4000,11.12,1,0.2,10,N
20091,30,19968,RENT,3,DEBTCONSOLIDATION,4000,16.45,1,0.2,9,N
20092,27,20000,RENT,2,MEDICAL,4000,10.65,0,0.2,8,N
20093,28,20000,RENT,5,DEBTCONSOLIDATION,4000,10.99,0,0.2,9,N
20094,27,32000,MORTGAGE,0,MEDICAL,7500,11.59,1,0.23,9,Y
20095,28,20000,RENT,4,PERSONAL,4000,14.59,0,0.2,9,N
20096,28,20000,RENT,2,HOMEIMPROVEMENT,4000,13.11,1,0.2,6,N
20097,27,38000,MORTGAGE,11,DEBTCONSOLIDATION,5000,9.76,0,0.13,5,N
20098,33,20000,RENT,5,PERSONAL,4000,13.47,0,0.2,8,Y
20099,29,38000,MORTGAGE,0,HOMEIMPROVEMENT,2450,,0,0.06,6,Y
20100,27,21000,RENT,5,MEDICAL,4000,11.49,0,0.19,9,N
20101,29,21000,RENT,1,MEDICAL,4000,5.79,0,0.19,10,N
20102,30,21300,RENT,1,DEBTCONSOLIDATION,4000,12.87,0,0.19,7,Y
20103,32,21600,RENT,4,DEBTCONSOLIDATION,4000,8.07,0,0.19,10,N
20104,29,21864,RENT,1,PERSONAL,4000,12.42,0,0.18,7,N
20105,27,22000,RENT,1,EDUCATION,4000,6.39,0,0.18,10,N
20106,32,22800,RENT,1,DEBTCONSOLIDATION,4000,,0,0.18,8,N
20107,32,23000,RENT,1,DEBTCONSOLIDATION,4000,14.22,0,0.17,6,Y
20108,27,23400,RENT,2,PERSONAL,4000,7.49,0,0.17,6,N
20109,31,24000,RENT,0,EDUCATION,4000,6.76,0,0.17,9,N
20110,27,38004,MORTGAGE,11,DEBTCONSOLIDATION,6500,13.79,0,0.17,8,Y
20111,31,24000,RENT,2,PERSONAL,4000,13.48,0,0.17,6,Y
20112,27,24000,RENT,0,DEBTCONSOLIDATION,4000,12.87,0,0.17,10,N
20113,32,38100,MORTGAGE,0,EDUCATION,8400,8.38,0,0.22,9,N
20114,29,24960,RENT,13,VENTURE,4000,5.42,0,0.16,6,N
20115,28,38196,MORTGAGE,5,MEDICAL,10750,10.75,0,0.28,10,N
20116,30,38220,MORTGAGE,1,DEBTCONSOLIDATION,9775,,0,0.26,10,N
20117,27,26000,RENT,6,MEDICAL,4000,10.25,0,0.15,10,N
20118,27,32304,MORTGAGE,6,HOMEIMPROVEMENT,1200,6.76,1,0.04,9,N
20119,29,26004,RENT,5,EDUCATION,4000,10,1,0.15,7,N
20120,33,38400,MORTGAGE,0,VENTURE,10000,9.91,0,0.26,7,N
20121,29,26568,RENT,2,HOMEIMPROVEMENT,4000,16,1,0.15,8,N
20122,29,38400,MORTGAGE,0,MEDICAL,14000,14.27,0,0.36,8,Y
20123,32,27500,RENT,,HOMEIMPROVEMENT,4000,10.62,1,0.15,7,N
20124,28,27600,RENT,8,DEBTCONSOLIDATION,4000,15.23,0,0.14,8,N
20125,29,27996,RENT,4,MEDICAL,4000,6.92,0,0.14,7,N
20126,33,38400,OWN,0,VENTURE,16450,10.65,0,0.43,8,N
20127,29,38400,OWN,4,VENTURE,10000,,0,0.26,8,N
20128,29,28550,RENT,6,DEBTCONSOLIDATION,4000,10.59,0,0.14,10,N
20129,33,28800,RENT,5,MEDICAL,4000,9.88,0,0.14,5,N
20130,29,28800,RENT,1,VENTURE,4000,13.92,1,0.14,10,N
20131,31,38400,OWN,,EDUCATION,11000,,0,0.29,8,Y
20132,32,38400,OWN,4,MEDICAL,2400,9.99,0,0.06,7,N
20133,27,29120,RENT,2,EDUCATION,4000,10.75,0,0.14,5,N
20134,35,38400,MORTGAGE,0,EDUCATION,5000,,0,0.13,9,N
20135,27,30000,RENT,6,EDUCATION,4000,12.69,1,0.13,7,N
20136,34,30000,RENT,2,PERSONAL,4000,7.51,0,0.13,7,N
20137,30,30000,RENT,1,MEDICAL,4000,13.99,0,0.13,6,Y
20138,34,30000,RENT,0,MEDICAL,4000,9.63,0,0.13,6,N
20139,27,38400,MORTGAGE,3,DEBTCONSOLIDATION,15000,12.68,0,0.39,5,N
20140,35,38400,MORTGAGE,1,VENTURE,9500,10.36,0,0.25,6,N
20141,34,38400,MORTGAGE,,EDUCATION,6500,9.25,0,0.17,10,N
20142,33,38400,OWN,1,EDUCATION,8000,15.58,0,0.21,7,Y
20143,27,30000,RENT,6,MEDICAL,4000,10.39,0,0.13,9,N
20144,28,30996,RENT,7,MEDICAL,4000,10.65,0,0.13,5,N
20145,27,31000,RENT,0,MEDICAL,4000,10.74,0,0.13,7,N
20146,28,31150,RENT,4,MEDICAL,4000,11.49,0,0.13,7,N
20147,30,38400,MORTGAGE,14,DEBTCONSOLIDATION,16750,7.88,0,0.44,5,N
20148,28,38400,MORTGAGE,0,MEDICAL,10000,,0,0.26,6,N
20149,32,32004,RENT,16,MEDICAL,4000,11.49,0,0.12,9,N
20150,33,32004,RENT,3,DEBTCONSOLIDATION,4000,8.32,0,0.12,7,N
20151,27,32160,RENT,1,MEDICAL,4000,15.99,1,0.12,9,N
20152,27,33000,RENT,5,MEDICAL,4000,5.99,0,0.12,8,N
20153,27,33000,RENT,7,EDUCATION,4000,6.76,0,0.12,9,N
20154,30,33280,RENT,1,MEDICAL,4000,13.79,0,0.12,9,N
20155,31,33600,RENT,0,MEDICAL,4000,11.49,0,0.12,5,N
20156,27,34000,RENT,10,MEDICAL,4000,17.19,1,0.12,9,Y
20157,32,34000,RENT,4,VENTURE,4000,7.74,0,0.12,10,N
20158,30,34000,RENT,0,VENTURE,4000,10.95,0,0.12,10,N
20159,32,34200,RENT,0,VENTURE,4000,13.48,0,0.12,9,Y
20160,33,34400,RENT,6,VENTURE,4000,10.25,0,0.12,9,N
20161,29,38600,OWN,9,VENTURE,1600,12.84,0,0.04,7,Y
20162,31,35000,RENT,1,VENTURE,4000,10.65,0,0.11,5,N
20163,29,35000,RENT,6,EDUCATION,4000,15.23,0,0.11,9,Y
20164,29,35000,RENT,1,MEDICAL,4000,5.99,0,0.11,6,N
20165,34,38769,MORTGAGE,3,DEBTCONSOLIDATION,2400,8.9,0,0.06,6,N
20166,35,35000,RENT,13,MEDICAL,4000,13.35,0,0.11,8,N
20167,33,35000,RENT,0,MEDICAL,4000,7.88,0,0.11,5,N
20168,28,29004,RENT,0,PERSONAL,4000,16.45,1,0.14,10,N
20169,28,35004,RENT,2,EDUCATION,4000,12.53,0,0.11,5,N
20170,31,38970,MORTGAGE,,MEDICAL,5750,12.68,0,0.15,7,Y
20171,33,39000,OWN,0,VENTURE,10000,12.42,0,0.26,7,N
20172,28,35600,RENT,3,EDUCATION,4000,7.49,0,0.11,6,N
20173,31,35600,RENT,0,MEDICAL,4000,13.61,0,0.11,5,N
20174,27,36000,RENT,1,MEDICAL,4000,,0,0.11,10,N
20175,28,36000,RENT,1,DEBTCONSOLIDATION,4000,12.42,0,0.11,10,N
20176,28,33000,MORTGAGE,9,PERSONAL,4000,7.9,1,0.12,8,N
20177,29,33000,MORTGAGE,8,EDUCATION,5600,11.71,1,0.17,6,N
20178,31,36000,RENT,4,MEDICAL,4000,13.8,0,0.11,9,Y
20179,34,36000,RENT,1,MEDICAL,4000,13.61,0,0.11,10,N
20180,27,39000,MORTGAGE,6,DEBTCONSOLIDATION,6400,10.99,0,0.16,10,N
20181,35,39000,MORTGAGE,5,HOMEIMPROVEMENT,15000,10.99,0,0.38,9,N
20182,32,37400,RENT,0,DEBTCONSOLIDATION,4000,10.38,0,0.11,7,N
20183,33,38196,RENT,1,MEDICAL,4000,10,0,0.1,5,N
20184,29,39000,MORTGAGE,12,PERSONAL,16000,5.99,0,0.41,8,N
20185,30,39000,RENT,6,MEDICAL,4000,15.96,0,0.1,9,N
20186,27,39000,RENT,1,PERSONAL,4000,10.74,0,0.1,9,N
20187,35,33000,RENT,0,HOMEIMPROVEMENT,4000,16.32,1,0.12,10,N
20188,34,33456,RENT,2,EDUCATION,4000,16.45,1,0.12,5,N
20189,30,39996,RENT,2,DEBTCONSOLIDATION,4000,12.99,0,0.1,9,Y
20190,29,39996,RENT,0,PERSONAL,4000,,0,0.1,9,N
20191,32,39000,MORTGAGE,4,VENTURE,16700,7.51,0,0.43,8,N
20192,29,33996,RENT,11,EDUCATION,4000,13.47,1,0.12,7,N
20193,30,34000,RENT,6,DEBTCONSOLIDATION,4000,13.49,1,0.12,5,N
20194,32,40000,RENT,1,MEDICAL,4000,13.49,0,0.1,8,Y
20195,32,40000,RENT,2,EDUCATION,4000,9.99,0,0.1,7,N
20196,33,40000,RENT,2,DEBTCONSOLIDATION,4000,7.88,0,0.1,10,N
20197,33,40000,RENT,4,VENTURE,4000,,0,0.1,7,N
20198,29,40000,RENT,7,PERSONAL,4000,12.53,0,0.1,10,N
20199,32,40000,RENT,2,MEDICAL,4000,13.79,0,0.1,6,N
20200,27,39000,MORTGAGE,0,DEBTCONSOLIDATION,6900,12.87,0,0.18,9,N
20201,27,34800,RENT,2,VENTURE,4000,14.54,1,0.11,7,Y
20202,31,40860,RENT,0,VENTURE,4000,,0,0.1,7,N
20203,31,41000,RENT,7,VENTURE,4000,10.99,0,0.1,8,N
20204,31,41000,RENT,1,MEDICAL,4000,10,0,0.1,10,N
20205,29,39000,MORTGAGE,6,MEDICAL,7100,8.32,0,0.18,5,N
20206,27,33000,MORTGAGE,8,EDUCATION,9000,12.49,1,0.27,8,Y
20207,32,42000,RENT,6,PERSONAL,4000,11.12,0,0.1,5,N
20208,33,42000,RENT,2,PERSONAL,4000,6.39,0,0.1,9,N
20209,30,42000,RENT,1,DEBTCONSOLIDATION,4000,7.88,0,0.1,6,N
20210,27,43000,RENT,11,EDUCATION,4000,16.29,0,0.09,9,Y
20211,29,39432,MORTGAGE,6,EDUCATION,8000,11.86,0,0.2,6,N
20212,27,39480,MORTGAGE,2,EDUCATION,7200,13.79,0,0.18,8,N
20213,27,37200,RENT,4,EDUCATION,4000,17.27,1,0.11,9,N
20214,32,45576,RENT,1,VENTURE,4000,10.99,0,0.09,9,N
20215,28,39600,RENT,4,PERSONAL,4000,12.61,1,0.1,10,N
20216,28,39500,MORTGAGE,11,EDUCATION,11000,7.14,0,0.28,8,N
20217,29,46000,RENT,6,VENTURE,4000,9.99,0,0.09,9,N
20218,28,41000,RENT,11,PERSONAL,4000,18.64,1,0.1,8,N
20219,29,39500,MORTGAGE,8,VENTURE,5000,7.74,0,0.13,8,N
20220,33,39504,MORTGAGE,17,EDUCATION,3000,7.37,0,0.08,5,N
20221,30,39552,MORTGAGE,2,VENTURE,12375,10.37,0,0.31,9,N
20222,30,48000,RENT,7,PERSONAL,4000,,0,0.08,5,N
20223,33,48000,RENT,0,MEDICAL,4000,14.65,0,0.08,5,N
20224,29,39600,MORTGAGE,0,EDUCATION,5600,10.65,0,0.14,8,N
20225,27,48000,RENT,7,PERSONAL,4000,9.62,0,0.08,10,N
20226,28,48000,RENT,7,MEDICAL,4000,14.35,0,0.08,8,N
20227,34,39600,MORTGAGE,16,PERSONAL,2400,6.03,0,0.06,9,N
20228,32,39600,MORTGAGE,0,HOMEIMPROVEMENT,1500,15.99,0,0.04,8,N
20229,28,48000,RENT,2,DEBTCONSOLIDATION,4000,,0,0.08,7,N
20230,34,39600,MORTGAGE,14,VENTURE,6000,5.99,0,0.15,5,N
20231,31,48000,RENT,0,MEDICAL,4000,13.85,0,0.08,6,Y
20232,27,39600,OWN,7,HOMEIMPROVEMENT,9900,6.54,0,0.25,5,N
20233,30,39600,MORTGAGE,5,DEBTCONSOLIDATION,3000,10.38,0,0.08,10,N
20234,34,48000,RENT,0,EDUCATION,4000,8,0,0.08,9,N
20235,33,42804,RENT,17,EDUCATION,4000,12.73,1,0.09,7,Y
20236,27,48996,RENT,2,DEBTCONSOLIDATION,4000,9.32,0,0.08,9,N
20237,27,49000,RENT,11,MEDICAL,4000,10.59,0,0.08,8,N
20238,27,39600,MORTGAGE,11,DEBTCONSOLIDATION,4800,6.76,0,0.12,9,N
20239,31,50000,RENT,0,VENTURE,4000,6.62,0,0.08,8,N
20240,28,39600,MORTGAGE,2,DEBTCONSOLIDATION,5000,12.53,0,0.13,6,N
20241,33,39600,MORTGAGE,0,PERSONAL,3000,7.68,0,0.08,7,N
20242,28,50000,RENT,1,HOMEIMPROVEMENT,4000,10.59,0,0.08,10,N
20243,30,39750,MORTGAGE,3,HOMEIMPROVEMENT,1425,10.37,0,0.04,5,N
20244,35,50000,RENT,0,MEDICAL,4000,13.22,0,0.08,5,Y
20245,29,44000,RENT,1,EDUCATION,4000,12.36,1,0.09,8,Y
20246,29,39960,MORTGAGE,13,EDUCATION,11000,16.49,0,0.28,6,N
20247,30,39962,MORTGAGE,5,DEBTCONSOLIDATION,3200,9.7,0,0.08,7,N
20248,28,33996,MORTGAGE,5,PERSONAL,12000,,1,0.35,8,N
20249,31,52000,RENT,1,MEDICAL,4000,7.49,0,0.08,5,N
20250,28,52000,RENT,0,HOMEIMPROVEMENT,4000,10.75,0,0.08,8,N
20251,27,52600,RENT,3,VENTURE,4000,17.39,0,0.08,7,Y
20252,27,47000,RENT,2,HOMEIMPROVEMENT,4000,15.33,1,0.09,10,Y
20253,27,48000,RENT,2,EDUCATION,4000,6.03,1,0.08,6,N
20254,27,54000,RENT,3,EDUCATION,4000,10.74,0,0.07,5,N
20255,27,54000,RENT,4,PERSONAL,4000,12.61,0,0.07,6,Y
20256,27,48996,RENT,1,DEBTCONSOLIDATION,4000,14.61,1,0.08,6,Y
20257,29,55200,RENT,13,HOMEIMPROVEMENT,4000,10.59,0,0.07,10,N
20258,27,55200,RENT,0,EDUCATION,4000,6.76,0,0.07,10,N
20259,30,39996,MORTGAGE,2,PERSONAL,10000,10.75,0,0.25,8,N
20260,31,39996,OWN,8,HOMEIMPROVEMENT,4000,14.35,0,0.1,9,Y
20261,31,56000,RENT,9,HOMEIMPROVEMENT,4000,5.79,0,0.07,9,N
20262,28,56800,RENT,2,VENTURE,4000,7.88,0,0.07,9,N
20263,30,39996,MORTGAGE,8,MEDICAL,10000,12.73,0,0.25,6,N
20264,27,58000,RENT,2,EDUCATION,4000,9.67,0,0.07,9,N
20265,32,60000,RENT,3,HOMEIMPROVEMENT,4000,10.99,0,0.07,10,N
20266,29,60000,RENT,0,HOMEIMPROVEMENT,4000,7.88,0,0.07,6,N
20267,31,39996,MORTGAGE,3,VENTURE,9600,11.26,0,0.24,7,N
20268,29,60000,RENT,0,VENTURE,4000,7.88,0,0.07,5,N
20269,35,60000,RENT,0,DEBTCONSOLIDATION,4000,13.98,0,0.07,7,N
20270,29,33996,OTHER,0,DEBTCONSOLIDATION,9000,,1,0.26,9,Y
20271,28,61500,RENT,1,HOMEIMPROVEMENT,4000,10.95,0,0.07,8,N
20272,35,63000,RENT,3,VENTURE,4000,11.14,0,0.06,8,N
20273,27,63500,RENT,3,PERSONAL,4000,10.37,0,0.06,9,N
20274,33,57700,RENT,17,HOMEIMPROVEMENT,4000,,1,0.07,7,Y
20275,27,64200,RENT,2,PERSONAL,4000,9.25,0,0.06,5,N
20276,27,65000,RENT,9,PERSONAL,4000,6.99,0,0.06,5,N
20277,27,65000,RENT,2,HOMEIMPROVEMENT,4000,5.99,0,0.06,5,N
20278,29,65000,RENT,3,VENTURE,4000,7.74,0,0.06,6,N
20279,33,65000,RENT,1,MEDICAL,4000,12.87,0,0.06,7,N
20280,28,40000,MORTGAGE,9,PERSONAL,19200,9.91,0,0.48,9,N
20281,30,59000,RENT,4,PERSONAL,4000,8.94,1,0.07,7,N
20282,33,68000,RENT,3,EDUCATION,4000,10.99,0,0.06,10,N
20283,29,70000,RENT,0,PERSONAL,4000,10.99,0,0.06,5,N
20284,28,34000,MORTGAGE,12,EDUCATION,10000,16.77,1,0.29,7,Y
20285,29,72000,RENT,3,HOMEIMPROVEMENT,4000,18.79,0,0.06,6,N
20286,32,72000,RENT,6,HOMEIMPROVEMENT,4000,10,0,0.06,6,N
20287,31,72000,RENT,15,EDUCATION,4000,9.99,0,0.06,5,N
20288,27,40000,MORTGAGE,7,HOMEIMPROVEMENT,14675,12.69,0,0.37,10,N
20289,31,75000,RENT,4,MEDICAL,4000,13.49,0,0.05,8,Y
20290,29,75000,RENT,2,DEBTCONSOLIDATION,4000,8.49,0,0.05,6,N
20291,29,75000,RENT,4,HOMEIMPROVEMENT,4000,12.68,0,0.05,5,N
20292,30,40000,MORTGAGE,8,HOMEIMPROVEMENT,8600,10.65,0,0.21,6,N
20293,32,75250,RENT,1,DEBTCONSOLIDATION,4000,12.99,0,0.05,7,N
20294,33,78000,RENT,5,MEDICAL,4000,7.14,0,0.05,7,N
20295,32,78000,RENT,1,MEDICAL,4000,9.88,0,0.05,6,N
20296,27,80000,RENT,3,DEBTCONSOLIDATION,4000,12.69,0,0.05,8,N
20297,28,34000,MORTGAGE,2,MEDICAL,8000,12.69,1,0.24,9,N
20298,29,34000,MORTGAGE,0,MEDICAL,10200,17.27,1,0.3,5,Y
20299,32,82350,RENT,16,MEDICAL,4000,9.91,0,0.05,9,N
20300,33,84996,RENT,2,EDUCATION,4000,8.59,0,0.05,6,N
20301,27,86095,RENT,5,HOMEIMPROVEMENT,4000,13.99,0,0.05,8,N
20302,27,34000,MORTGAGE,6,HOMEIMPROVEMENT,8875,10.65,1,0.26,9,N
20303,28,90000,RENT,0,VENTURE,4000,13.49,0,0.04,8,N
20304,31,40000,MORTGAGE,4,DEBTCONSOLIDATION,4625,12.42,0,0.12,5,N
20305,31,91000,RENT,12,EDUCATION,4000,7.66,0,0.04,6,N
20306,32,95000,RENT,16,HOMEIMPROVEMENT,4000,7.49,0,0.04,8,N
20307,30,96000,RENT,1,VENTURE,4000,10.75,0,0.04,5,N
20308,29,100000,RENT,7,HOMEIMPROVEMENT,4000,,0,0.04,7,N
20309,31,40000,MORTGAGE,5,HOMEIMPROVEMENT,14000,6.03,0,0.35,7,N
20310,27,79050,RENT,11,MEDICAL,4000,14.46,1,0.04,9,N
20311,30,40000,MORTGAGE,9,DEBTCONSOLIDATION,3000,11.71,0,0.07,7,N
20312,32,107000,RENT,4,MEDICAL,4000,13.98,0,0.04,7,N
20313,32,96000,RENT,14,DEBTCONSOLIDATION,4000,17.93,1,0.04,9,Y
20314,28,98000,RENT,6,EDUCATION,4000,7.51,1,0.04,7,N
20315,28,110000,RENT,3,DEBTCONSOLIDATION,4000,12.18,0,0.04,9,N
20316,32,115000,RENT,2,EDUCATION,4000,12.69,0,0.03,10,N
20317,28,125000,RENT,1,DEBTCONSOLIDATION,4000,13.35,0,0.03,5,Y
20318,28,135000,RENT,5,VENTURE,4000,12.42,0,0.03,5,N
20319,27,138000,RENT,2,DEBTCONSOLIDATION,4000,11.71,1,0.03,10,N
20320,29,40000,MORTGAGE,0,EDUCATION,10625,6.62,0,0.27,5,N
20321,30,34000,MORTGAGE,8,PERSONAL,12000,,1,0.35,10,N
20322,28,21000,RENT,0,PERSONAL,4200,15.21,1,0.2,10,Y
20323,31,26400,RENT,7,PERSONAL,4200,,0,0.16,9,N
20324,28,28800,RENT,0,MEDICAL,4200,7.51,0,0.15,5,N
20325,31,40000,OWN,2,EDUCATION,2200,,0,0.06,7,N
20326,27,20000,RENT,0,DEBTCONSOLIDATION,4350,16.29,1,0.22,7,Y
20327,28,40000,MORTGAGE,1,VENTURE,2400,13.49,0,0.06,10,N
20328,29,70000,RENT,2,PERSONAL,4350,,0,0.06,8,N
20329,35,78000,RENT,1,PERSONAL,4350,15.27,1,0.06,6,N
20330,32,42500,RENT,3,PERSONAL,4375,12.23,0,0.1,5,Y
20331,27,96000,RENT,0,DEBTCONSOLIDATION,4375,8.88,0,0.05,7,N
20332,35,130000,RENT,6,VENTURE,4375,,0,0.03,7,N
20333,29,20064,RENT,3,MEDICAL,4400,13.92,0,0.22,7,Y
20334,31,24000,RENT,0,VENTURE,4400,15.62,1,0.18,8,Y
20335,28,40000,MORTGAGE,12,HOMEIMPROVEMENT,15000,5.99,0,0.38,9,N
20336,31,30000,RENT,10,VENTURE,4400,15.62,0,0.15,8,N
20337,30,40000,MORTGAGE,5,HOMEIMPROVEMENT,9600,8.49,0,0.24,10,N
20338,29,30000,RENT,3,MEDICAL,4400,11.49,0,0.15,6,N
20339,33,37440,RENT,5,PERSONAL,4400,11.71,0,0.12,10,N
20340,32,52256,RENT,13,PERSONAL,4400,,0,0.08,5,N
20341,29,40000,MORTGAGE,13,VENTURE,1400,5.99,0,0.04,9,N
20342,30,54000,RENT,14,PERSONAL,4425,17.49,0,0.08,9,Y
20343,28,40000,MORTGAGE,12,HOMEIMPROVEMENT,11200,5.42,0,0.28,9,N
20344,29,40000,MORTGAGE,9,VENTURE,5000,6.99,0,0.13,9,N
20345,32,40000,MORTGAGE,12,EDUCATION,9000,10.59,0,0.23,7,N
20346,28,40000,OWN,2,EDUCATION,3600,6.99,0,0.09,10,N
